,Unnamed: 0.1,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
26,26,26,my_hpf_limited,float,"float my_hpf_limited(float T, float hz, float x, float zoom, float * zoom_adj)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'x', 'type': 'float'}, {'name': 'zoom', 'type': 'float'}, {'name': 'zoom_adj', 'type': 'float *'}]",调整并限制高频滤波器增益,"float my_hpf_limited(float T,float hz,float x,float zoom,float *zoom_adj)
{

	
	*zoom_adj += ( 1 / ( 1 + 1 / ( hz *6.28f *T ) ) ) *(x - *zoom_adj);
	*zoom_adj = LIMIT(*zoom_adj,-zoom,zoom);
	return (x - *zoom_adj);

}","{'begin': {'line': 274, 'column': 1}, 'end': {'line': 282, 'column': 2}}",system_msp432e401y.c,"['调整', '并', '限制', '高频', '滤波', '滤波器', '增益']"
27,27,27,simple_3d_trans,void,"void simple_3d_trans(float ref, float in, float out)","[{'name': 'ref', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float'}]",简单3D转换函数，处理三维向量的水平和垂直分量转换。,"void simple_3d_trans(float ref[VEC_XYZ], float in[VEC_XYZ], float out[VEC_XYZ]) //该函数只有在水平面附近一个有限的范围内正确。
{
	static s8 pn;
	static float h_tmp_x,h_tmp_y;
	
	h_tmp_x = my_sqrt(my_pow(ref[Z]) + my_pow(ref[Y]));
	h_tmp_y = my_sqrt(my_pow(ref[Z]) + my_pow(ref[X]));
	
	pn = ref[Z] < 0? -1 : 1;
	
	  out[X] = ( h_tmp_x *in[X] - pn *ref[X] *in[Z] ) ;
		out[Y] = ( pn *h_tmp_y *in[Y] - ref[Y] *in[Z] ) ;
	
// 	 out[X] = h_tmp_x *in[X] - ref[X] *in[Z];
// 	 out[Y] = ref[Z] *in[Y] - ref[Y] *in[Z];
	
	out[Z] = ref[X] *in[X] + ref[Y] *in[Y] + ref[Z] *in[Z] ;

}","{'begin': {'line': 284, 'column': 1}, 'end': {'line': 302, 'column': 2}}",system_msp432e401y.c,"['简单', '3D', '转换', '函数', '，', '处理', '三维', '向量', '的', '水平', '和', '垂直', '分量', '转换', '。']"
28,28,28,vec_3dh_transition,void,"void vec_3dh_transition(float ref, float in, float out)","[{'name': 'ref', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float'}]",vec_3dh_transition函数用于执行三维向量的过渡操作。,"void vec_3dh_transition(float ref[VEC_XYZ], float in[VEC_XYZ], float out[VEC_XYZ])
{
	simple_3d_trans(ref,in,out); //
}","{'begin': {'line': 304, 'column': 1}, 'end': {'line': 307, 'column': 2}}",system_msp432e401y.c,"['vec', '_', '3dh', '_', 'transition', '函数', '用于', '执行', '三维', '向量', '的', '过渡', '操作', '。']"
29,29,29,vec_3dh_transition_matrix,void,"void vec_3dh_transition_matrix(float ref, float wh_matrix)","[{'name': 'ref', 'type': 'float'}, {'name': 'wh_matrix', 'type': 'float'}]",计算3D空间中向量的过渡矩阵,"void vec_3dh_transition_matrix(float ref[VEC_XYZ],float wh_matrix[VEC_XYZ][VEC_XYZ])
{

}","{'begin': {'line': 309, 'column': 1}, 'end': {'line': 312, 'column': 2}}",system_msp432e401y.c,"['计算', '3D', '空间', '中', '向量', '的', '过渡', '矩阵']"
30,30,30,inte_fix_filter,void,"void inte_fix_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]",根据输入的dT和ei_limit，调整数据中的in_est、out、e和ei值。,"void inte_fix_filter(float dT,_inte_fix_filter_st *data)
{
	float ei_lim_val;
	
	if(data->ei_limit>0)
	{		
		ei_lim_val = LIMIT(data->ei,-data->ei_limit,data->ei_limit);
	}
	else
	{
		ei_lim_val = data->ei;
	}	
	
	data->out = (data->in_est + ei_lim_val);
	
	data->e = data->fix_ki *(data->in_obs - data->out);

	data->ei += data->e *dT;

}","{'begin': {'line': 9, 'column': 1}, 'end': {'line': 28, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['根据', '输入', '的', 'dT', '和', 'ei', '_', 'limit', '，', '调整', '数据', '中', '的', 'in', '_', 'est', '、', 'out', '、', 'e', '和', 'ei', '值', '。']"
31,31,31,fix_inte_filter,void,"void fix_inte_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]",根据输入的dT和数据数组，计算并更新过滤后的数据。,"void fix_inte_filter(float dT,_fix_inte_filter_st *data)
{
	
	data->out += (data->in_est_d + data->e ) *dT;
	
	data->e = data->fix_kp *(data->in_obs - data->out);

	if(data->e_limit>0)
	{		
		data->e = LIMIT(data->e,-data->e_limit,data->e_limit);
	}
	
}","{'begin': {'line': 30, 'column': 1}, 'end': {'line': 42, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['根据', '输入', '的', 'dT', '和', '数据', '数组', '，', '计算', '并', '更新', '过滤', '后', '的', '数据', '。']"
32,32,32,limit_filter,void,"void limit_filter(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入数据进行增量滤波，适合大噪声低滞后场景，收敛快,"void limit_filter(float T,float hz,_lf_t *data,float in) //增量滤波，适合大噪声低滞后（无缝），收敛最快
{
	float abs_t;
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
// 	abs_t = ABS(data->lpf_1);
// 	data->out = LIMIT(in,-abs_t,abs_t);
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
 	abs_t = ABS(in);
	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 44, 'column': 1}, 'end': {'line': 53, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['对', '输入', '数据', '进行', '增量', '滤波', '，', '适合', '大', '噪声', '低', '滞后', '场景', '，', '收敛', '快']"
33,33,33,limit_filter_2,void,"void limit_filter_2(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入信号进行增量滤波、均衡处理，但存在一定的滞后。,"void limit_filter_2(float T,float hz,_lf_t *data,float in) //增量滤波，均衡，但滞后稍大(数据反向等待低通反向)
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(data->lpf_1);
	data->out = LIMIT(in,-abs_t,abs_t);
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
//  	abs_t = ABS(in);
// 	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 55, 'column': 1}, 'end': {'line': 64, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['对', '输入', '信号', '进行', '增量', '滤波', '、', '均衡', '处理', '，', '但', '存在', '一定', '的', '滞后', '。']"
34,34,34,limit_filter_3,void,"void limit_filter_3(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",增量滤波函数，适用于低噪声滞后较小情况，对噪声大收敛较慢。,"void limit_filter_3(float T,float hz,_lf_t *data,float in) //增量滤波，适合低噪声滞后较小(等幅大噪声平行不收敛),噪声大收敛过慢
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(in);
	data->out = data->lpf_1 = LIMIT((data->lpf_1),-abs_t,abs_t);

}","{'begin': {'line': 66, 'column': 1}, 'end': {'line': 73, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['增量', '滤波', '函数', '，', '适用', '于', '噪声', '低噪声', '滞后', '较', '小', '情况', '，', '对', '噪声', '大', '收敛', '较慢', '。']"
35,35,35,steepest_descend,void,"void steepest_descend(int[] arr, int len, int * steepest, int step_num, int in)","[{'name': 'arr', 'type': 'int[]'}, {'name': 'len', 'type': 'int'}, {'name': 'steepest', 'type': 'int *'}, {'name': 'step_num', 'type': 'int'}, {'name': 'in', 'type': 'int'}]",计算数组中最陡下降路径，并记录路径和速度。,"void steepest_descend(s32 arr[],u8 len,_steepest_st *steepest,u8 step_num,s32 in)
{	
	u8 updw = 1;//0 dw,1up
	s16 i;
	u8 step_cnt=0;
	u8 step_slope_factor=1;
	u8 on = 1;
	s8 pn = 1;
	//float last = 0;
	float step = 0;
	s32 start_point = 0;
	s32 pow_sum = 0;
	
	steepest->lst_out = steepest->now_out;
	
	if( ++(steepest->cnt) >= len )	
	{
		(steepest->cnt) = 0; //now
	}
	
	//last = arr[ (steepest->cnt) ];
	
	arr[ (steepest->cnt) ] = in;
	
	step = (float)(in - steepest->lst_out)/step_num ;//梯度
	
	if(ABS(step)<1)//整形数据<1的有效判定
	{
		if(ABS(step)*step_num<2)
		{
			step = 0;
		}
		else
		{
		  step = (step > 0) ? 1 : -1;
		}
	}
	
	start_point = steepest->lst_out;
	do
	{
		//start_point = steepest->lst_out;
		for(i=0;i<len;i++)
		{
// 			j = steepest->cnt + i + 1;
// 			if( j >= len )	
// 			{
// 				j = j - len; //顺序排列
// 			}
			pow_sum += my_pow(arr[i] - start_point );// /step_num;//除法减小比例**
			
			//start_point += pn *(step_slope_factor *step/len);
		}
			
		if(pow_sum - steepest->lst_pow_sum > 0)
		{		
			if(updw==0)
			{
				on = 0;
			}
			updw = 1;//上升了
			pn = (pn == 1 )? -1:1;

		}
		else
		{
			updw = 0; //正在下降
 			if(step_slope_factor<step_num)
 			{
 				step_slope_factor++;
 			}
		}
			
		steepest->lst_pow_sum = pow_sum;		
		pow_sum = 0;
		start_point += pn *step;//调整
		
		if(++step_cnt > step_num)//限制计算次数
		{
			on = 0;
		}
			//////
			if(step_slope_factor>=2)//限制下降次数1次，节省时间，但会增大滞后，若cpu时间充裕可不用。
			{
				on = 0;

			}
			//////
		
	}
	while(on==1);
	
	steepest->now_out = start_point ;//0.5f *(start_point + steepest->lst_out);//
	
	steepest->now_velocity_xdt = steepest->now_out - steepest->lst_out;
}","{'begin': {'line': 78, 'column': 1}, 'end': {'line': 173, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['计算', '数组', '中', '最', '陡', '下降', '路径', '，', '并', '记录', '路径', '和', '速度', '。']"
36,36,36,fir_arrange_filter,void,"void fir_arrange_filter(float * arr, int len, int * fil_cnt, float in, float * arr_out)","[{'name': 'arr', 'type': 'float *'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'arr_out', 'type': 'float *'}]","{
""name"": ""fir_arrange_filter"",
""summary"": ""对输入数组进行过滤和排序""
}","void fir_arrange_filter(float *arr,u16 len,u8 *fil_cnt,float in,float *arr_out) //len<=255 len >= 3
{
	//float arrange[len];
	float tmp;
	u8 i,j;
/*
窗口数据处理
*/		
	if( ++*fil_cnt >= len )	
	{
		*fil_cnt = 0; //now
	}
	
	arr[ *fil_cnt ] = in;
/*
窗口数据处理
*/	
	
/*
赋值、排列
*/	
	for(i=0;i<len;i++)
	{
		arr_out[i] = arr[i];
	}
	
	for(i=0;i<len-1;i++)
	{
		for(j=0;j<len-1-i;j++)
		{
			if(arr_out[j]>arr_out[j+1])
			{
				tmp = arr_out[j+1];
				arr_out[j+1] = arr_out[j];
				arr_out[j] = tmp;
			}
		}
	}
/*
赋值、排列
*/		
	

}","{'begin': {'line': 175, 'column': 1}, 'end': {'line': 218, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['{', '\n', '""', 'name', '""', ':', ' ', '""', 'fir', '_', 'arrange', '_', 'filter', '""', ',', '\n', '""', 'summary', '""', ':', ' ', '""', '对', '输入', '数组', '进行', '过滤', '和', '排序', '""', '\n', '}']"
37,37,37,Moving_Average,void,"void Moving_Average(float[] moavarray, int len, int * fil_cnt, float in, float * out)","[{'name': 'moavarray', 'type': 'float[]'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",计算滑动平均数，更新数组元素，并输出结果。,"void Moving_Average(float moavarray[],u16 len ,u16 *fil_cnt,float in,float *out)
{
	u16 width_num;
	float last;

	width_num = len ;
	
	if( ++*fil_cnt >= width_num )	
	{
		*fil_cnt = 0; //now
	}
	
	last = moavarray[ *fil_cnt ];
	
	moavarray[ *fil_cnt ] = in;
	
	*out += ( in - ( last  ) )/(float)( width_num ) ;
	//*out += 0.00001f *(in - *out);
	*out += 0.00001f *LIMIT((in - *out),-1,1);  //数据精度误差修正
	
}","{'begin': {'line': 223, 'column': 2}, 'end': {'line': 243, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['计算', '滑动', '平均', '均数', '平均数', '，', '更新', '数组', '元素', '，', '并', '输出', '结果', '。']"
38,38,38,LPF_1,void,"void LPF_1(float hz, float time, float in, float * out)","[{'name': 'hz', 'type': 'float'}, {'name': 'time', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",LPF_1函数用于低通滤波，输入频率、时间、输入值及输出值指针，计算后输出值。,"void LPF_1(float hz,float time,float in,float *out)  
{
	*out += ( 1 / ( 1 + 1 / ( hz *6.28f *time ) ) ) *( in - *out );

}","{'begin': {'line': 245, 'column': 1}, 'end': {'line': 249, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['LPF', '_', '1', '函数', '用于', '低', '滤波', '通滤波', '，', '输入', '频率', '、', '时间', '、', '输入', '值及', '输出', '值', '指针', '，', '计算', '后', '输出', '值', '。']"
39,39,39,LPF_1_db,void,"void LPF_1_db(float hz, float time, double in, double * out)","[{'name': 'hz', 'type': 'float'}, {'name': 'time', 'type': 'float'}, {'name': 'in', 'type': 'double'}, {'name': 'out', 'type': 'double *'}]",LPF_1_db函数用于低通滤波，输入频率、时间、输入值及输出值指针，计算后输出值。,"void LPF_1_db(float hz,float time,double in,double *out)
{
	*out += ( 1 / ( 1 + 1 / ( hz *6.28f *time ) ) ) *( in - *out );

}","{'begin': {'line': 251, 'column': 1}, 'end': {'line': 255, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['LPF', '_', '1', '_', 'db', '函数', '用于', '低', '滤波', '通滤波', '，', '输入', '频率', '、', '时间', '、', '输入', '值及', '输出', '值', '指针', '，', '计算', '后', '输出', '值', '。']"
40,40,40,step_filter,void,"void step_filter(float step, float in, float * out)","[{'name': 'step', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float *'}]",根据输入值in与输出值out的差值与step的关系，调整输出值out。,"void step_filter(float step,float in,float *out) 
{
	if(in - *out > step)
	{
		*out += step;
	}
	else if(in - *out < -step)
	{
		*out -= step;
	}
	else
	{
		*out = in;
	}

}","{'begin': {'line': 257, 'column': 1}, 'end': {'line': 272, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['根据', '输入', '值', 'in', '与', '输出', '值', 'out', '的', '差值', '与', 'step', '的', '关系', '，', '调整', '输出', '值', 'out', '。']"
41,41,41,my_hpf_limited,float,"float my_hpf_limited(float T, float hz, float x, float zoom, float * zoom_adj)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'x', 'type': 'float'}, {'name': 'zoom', 'type': 'float'}, {'name': 'zoom_adj', 'type': 'float *'}]",根据给定的参数，计算并返回处理后的信号值，同时调整缩放参数。,"float my_hpf_limited(float T,float hz,float x,float zoom,float *zoom_adj)
{

	
	*zoom_adj += ( 1 / ( 1 + 1 / ( hz *6.28f *T ) ) ) *(x - *zoom_adj);
	*zoom_adj = LIMIT(*zoom_adj,-zoom,zoom);
	return (x - *zoom_adj);

}","{'begin': {'line': 274, 'column': 1}, 'end': {'line': 282, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['根据', '给定', '的', '参数', '，', '计算', '并', '返回', '处理', '后', '的', '信号', '值', '，', '同时', '调整', '缩放', '参数', '。']"
42,42,42,simple_3d_trans,void,"void simple_3d_trans(float ref, float in, float out)","[{'name': 'ref', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float'}]",简单三维变换函数，处理三个浮点数数组，实现特定变换。,"void simple_3d_trans(float ref[VEC_XYZ], float in[VEC_XYZ], float out[VEC_XYZ]) //该函数只有在水平面附近一个有限的范围内正确。
{
	static s8 pn;
	static float h_tmp_x,h_tmp_y;
	
	h_tmp_x = my_sqrt(my_pow(ref[Z]) + my_pow(ref[Y]));
	h_tmp_y = my_sqrt(my_pow(ref[Z]) + my_pow(ref[X]));
	
	pn = ref[Z] < 0? -1 : 1;
	
	  out[X] = ( h_tmp_x *in[X] - pn *ref[X] *in[Z] ) ;
		out[Y] = ( pn *h_tmp_y *in[Y] - ref[Y] *in[Z] ) ;
	
// 	 out[X] = h_tmp_x *in[X] - ref[X] *in[Z];
// 	 out[Y] = ref[Z] *in[Y] - ref[Y] *in[Z];
	
	out[Z] = ref[X] *in[X] + ref[Y] *in[Y] + ref[Z] *in[Z] ;

}","{'begin': {'line': 284, 'column': 1}, 'end': {'line': 302, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['简单', '三维', '变换', '函数', '，', '处理', '三个', '浮点', '点数', '浮点数', '数组', '，', '实现', '特定', '变换', '。']"
43,43,43,vec_3dh_transition,void,"void vec_3dh_transition(float ref, float in, float out)","[{'name': 'ref', 'type': 'float'}, {'name': 'in', 'type': 'float'}, {'name': 'out', 'type': 'float'}]",vec_3dh_transition函数接收三个浮点数数组作为参数，调用simple_3d_trans函数完成三维向量的过渡操作。,"void vec_3dh_transition(float ref[VEC_XYZ], float in[VEC_XYZ], float out[VEC_XYZ])
{
	simple_3d_trans(ref,in,out); //
}","{'begin': {'line': 304, 'column': 1}, 'end': {'line': 307, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['vec', '_', '3dh', '_', 'transition', '函数', '接收', '三个', '浮点', '点数', '浮点数', '数组', '作为', '参数', '，', '调用', 'simple', '_', '3d', '_', 'trans', '函数', '完成', '三维', '向量', '的', '过渡', '操作', '。']"
44,44,44,vec_3dh_transition_matrix,void,"void vec_3dh_transition_matrix(float ref, float wh_matrix)","[{'name': 'ref', 'type': 'float'}, {'name': 'wh_matrix', 'type': 'float'}]",计算3D空间中的向量过渡矩阵,"void vec_3dh_transition_matrix(float ref[VEC_XYZ],float wh_matrix[VEC_XYZ][VEC_XYZ])
{

}","{'begin': {'line': 309, 'column': 1}, 'end': {'line': 312, 'column': 2}}",Algorithm_xzhadd\DY_FcData.c,"['计算', '3D', '空间', '中', '的', '向量', '过渡', '矩阵']"
45,45,45,inte_fix_filter,void,"void inte_fix_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]",根据数据点索引和限制值，调整滤波后的数据点位置，并更新相关变量,"void inte_fix_filter(float dT,_inte_fix_filter_st *data)
{
	float ei_lim_val;
	
	if(data->ei_limit>0)
	{		
		ei_lim_val = LIMIT(data->ei,-data->ei_limit,data->ei_limit);
	}
	else
	{
		ei_lim_val = data->ei;
	}	
	
	data->out = (data->in_est + ei_lim_val);
	
	data->e = data->fix_ki *(data->in_obs - data->out);

	data->ei += data->e *dT;

}","{'begin': {'line': 9, 'column': 1}, 'end': {'line': 28, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['根据', '数据', '点', '索引', '和', '限制', '值', '，', '调整', '滤波', '后', '的', '数据', '点', '位置', '，', '并', '更新', '相关', '变量']"
46,46,46,fix_inte_filter,void,"void fix_inte_filter(float dT, int * data)","[{'name': 'dT', 'type': 'float'}, {'name': 'data', 'type': 'int *'}]",根据输入参数更新数据过滤后的值,"void fix_inte_filter(float dT,_fix_inte_filter_st *data)
{
	
	data->out += (data->in_est_d + data->e ) *dT;
	
	data->e = data->fix_kp *(data->in_obs - data->out);

	if(data->e_limit>0)
	{		
		data->e = LIMIT(data->e,-data->e_limit,data->e_limit);
	}
	
}","{'begin': {'line': 30, 'column': 1}, 'end': {'line': 42, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['根据', '输入', '参数', '更新', '数据', '过滤', '后', '的', '值']"
47,47,47,limit_filter,void,"void limit_filter(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入信号进行滤波处理，返回滤波后的值。,"void limit_filter(float T,float hz,_lf_t *data,float in) //增量滤波，适合大噪声低滞后（无缝），收敛最快
{
	float abs_t;
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
// 	abs_t = ABS(data->lpf_1);
// 	data->out = LIMIT(in,-abs_t,abs_t);
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
 	abs_t = ABS(in);
	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 44, 'column': 1}, 'end': {'line': 53, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['对', '输入', '信号', '进行', '滤波', '处理', '，', '返回', '滤波', '后', '的', '值', '。']"
48,48,48,limit_filter_2,void,"void limit_filter_2(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入信号进行增量滤波和均衡处理，同时有一定的滞后。,"void limit_filter_2(float T,float hz,_lf_t *data,float in) //增量滤波，均衡，但滞后稍大(数据反向等待低通反向)
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(data->lpf_1);
	data->out = LIMIT(in,-abs_t,abs_t);
// 	LPF_1(hz,T,	 in,&(data->lpf_1)); 
//  	abs_t = ABS(in);
// 	data->out = LIMIT((data->lpf_1),-abs_t,abs_t);
}","{'begin': {'line': 55, 'column': 1}, 'end': {'line': 64, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['对', '输入', '信号', '进行', '增量', '滤波', '和', '均衡', '处理', '，', '同时', '有', '一定', '的', '滞后', '。']"
49,49,49,limit_filter_3,void,"void limit_filter_3(float T, float hz, int * data, float in)","[{'name': 'T', 'type': 'float'}, {'name': 'hz', 'type': 'float'}, {'name': 'data', 'type': 'int *'}, {'name': 'in', 'type': 'float'}]",对输入数据进行增量滤波，过滤大小与输入信号频率有关，输出为滤波后的数据。,"void limit_filter_3(float T,float hz,_lf_t *data,float in) //增量滤波，适合低噪声滞后较小(等幅大噪声平行不收敛),噪声大收敛过慢
{
	float abs_t;
	LPF_1_(hz,T,	 in,(data->lpf_1)); 
	abs_t = ABS(in);
	data->out = data->lpf_1 = LIMIT((data->lpf_1),-abs_t,abs_t);

}","{'begin': {'line': 66, 'column': 1}, 'end': {'line': 73, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['对', '输入', '数据', '进行', '增量', '滤波', '，', '过滤', '大小', '与', '输入', '信号', '频率', '有关', '，', '输出', '为', '滤波', '后', '的', '数据', '。']"
50,50,50,steepest_descend,void,"void steepest_descend(int[] arr, int len, int * steepest, int step_num, int in)","[{'name': 'arr', 'type': 'int[]'}, {'name': 'len', 'type': 'int'}, {'name': 'steepest', 'type': 'int *'}, {'name': 'step_num', 'type': 'int'}, {'name': 'in', 'type': 'int'}]","{""name"": ""steepest_descend"", ""summary"": ""steepest_descend函数用于计算数组arr中元素按照给定步长和方向进行最陡下降的过程，返回最陡下降路径的终点。""}","void steepest_descend(s32 arr[],u8 len,_steepest_st *steepest,u8 step_num,s32 in)
{	
	u8 updw = 1;//0 dw,1up
	s16 i;
	u8 step_cnt=0;
	u8 step_slope_factor=1;
	u8 on = 1;
	s8 pn = 1;
	//float last = 0;
	float step = 0;
	s32 start_point = 0;
	s32 pow_sum = 0;
	
	steepest->lst_out = steepest->now_out;
	
	if( ++(steepest->cnt) >= len )	
	{
		(steepest->cnt) = 0; //now
	}
	
	//last = arr[ (steepest->cnt) ];
	
	arr[ (steepest->cnt) ] = in;
	
	step = (float)(in - steepest->lst_out)/step_num ;//梯度
	
	if(ABS(step)<1)//整形数据<1的有效判定
	{
		if(ABS(step)*step_num<2)
		{
			step = 0;
		}
		else
		{
		  step = (step > 0) ? 1 : -1;
		}
	}
	
	start_point = steepest->lst_out;
	do
	{
		//start_point = steepest->lst_out;
		for(i=0;i<len;i++)
		{
// 			j = steepest->cnt + i + 1;
// 			if( j >= len )	
// 			{
// 				j = j - len; //顺序排列
// 			}
			pow_sum += my_pow(arr[i] - start_point );// /step_num;//除法减小比例**
			
			//start_point += pn *(step_slope_factor *step/len);
		}
			
		if(pow_sum - steepest->lst_pow_sum > 0)
		{		
			if(updw==0)
			{
				on = 0;
			}
			updw = 1;//上升了
			pn = (pn == 1 )? -1:1;

		}
		else
		{
			updw = 0; //正在下降
 			if(step_slope_factor<step_num)
 			{
 				step_slope_factor++;
 			}
		}
			
		steepest->lst_pow_sum = pow_sum;		
		pow_sum = 0;
		start_point += pn *step;//调整
		
		if(++step_cnt > step_num)//限制计算次数
		{
			on = 0;
		}
			//////
			if(step_slope_factor>=2)//限制下降次数1次，节省时间，但会增大滞后，若cpu时间充裕可不用。
			{
				on = 0;

			}
			//////
		
	}
	while(on==1);
	
	steepest->now_out = start_point ;//0.5f *(start_point + steepest->lst_out);//
	
	steepest->now_velocity_xdt = steepest->now_out - steepest->lst_out;
}","{'begin': {'line': 78, 'column': 1}, 'end': {'line': 173, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['{', '""', 'name', '""', ':', ' ', '""', 'steepest', '_', 'descend', '""', ',', ' ', '""', 'summary', '""', ':', ' ', '""', 'steepest', '_', 'descend', '函数', '用于', '计算', '数组', 'arr', '中', '元素', '按照', '给定', '步长', '和', '方向', '进行', '最', '陡', '下降', '的', '过程', '，', '返回', '最', '陡', '下降', '路径', '的', '终点', '。', '""', '}']"
51,51,51,fir_arrange_filter,void,"void fir_arrange_filter(float * arr, int len, int * fil_cnt, float in, float * arr_out)","[{'name': 'arr', 'type': 'float *'}, {'name': 'len', 'type': 'int'}, {'name': 'fil_cnt', 'type': 'int *'}, {'name': 'in', 'type': 'float'}, {'name': 'arr_out', 'type': 'float *'}]","{
""name"": ""fir_arrange_filter"",
""summary"": ""对输入数组进行过滤和排列""
}","void fir_arrange_filter(float *arr,u16 len,u8 *fil_cnt,float in,float *arr_out) //len<=255 len >= 3
{
	//float arrange[len];
	float tmp;
	u8 i,j;
/*
窗口数据处理
*/		
	if( ++*fil_cnt >= len )	
	{
		*fil_cnt = 0; //now
	}
	
	arr[ *fil_cnt ] = in;
/*
窗口数据处理
*/	
	
/*
赋值、排列
*/	
	for(i=0;i<len;i++)
	{
		arr_out[i] = arr[i];
	}
	
	for(i=0;i<len-1;i++)
	{
		for(j=0;j<len-1-i;j++)
		{
			if(arr_out[j]>arr_out[j+1])
			{
				tmp = arr_out[j+1];
				arr_out[j+1] = arr_out[j];
				arr_out[j] = tmp;
			}
		}
	}
/*
赋值、排列
*/		
	

}","{'begin': {'line': 175, 'column': 1}, 'end': {'line': 218, 'column': 2}}",Algorithm_xzhadd\DY_Filter.c,"['{', '\n', '""', 'name', '""', ':', ' ', '""', 'fir', '_', 'arrange', '_', 'filter', '""', ',', '\n', '""', 'summary', '""', ':', ' ', '""', '对', '输入', '数组', '进行', '过滤', '和', '排列', '""', '\n', '}']"
