,Unnamed: 0,name,return_type,signature,params,summary,source_code,extent,file_path,sum_tokenize
393,393,stbi__pnm_is16,int,int stbi__pnm_is16(stbi__context * s),"[{'name': 's', 'type': 'stbi__context *'}]",检测PNM图像是否为16位深度,"static int stbi__pnm_is16(stbi__context *s)
{
   if (stbi__pnm_info(s, NULL, NULL, NULL) == 16)
	   return 1;
   return 0;
}","{'begin': {'line': 7624, 'column': 1}, 'end': {'line': 7629, 'column': 2}}",play_bmp_sequence.c,"['检测', 'PNM', '图像', '是否', '为', '16', '位', '深度']"
394,394,stbi__info_main,int,"int stbi__info_main(stbi__context * s, int * x, int * y, int * comp)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",检测支持的图像格式并返回基本信息,"static int stbi__info_main(stbi__context *s, int *x, int *y, int *comp)
{
   #ifndef STBI_NO_JPEG
   if (stbi__jpeg_info(s, x, y, comp)) return 1;
   #endif

   #ifndef STBI_NO_PNG
   if (stbi__png_info(s, x, y, comp))  return 1;
   #endif

   #ifndef STBI_NO_GIF
   if (stbi__gif_info(s, x, y, comp))  return 1;
   #endif

   #ifndef STBI_NO_BMP
   if (stbi__bmp_info(s, x, y, comp))  return 1;
   #endif

   #ifndef STBI_NO_PSD
   if (stbi__psd_info(s, x, y, comp))  return 1;
   #endif

   #ifndef STBI_NO_PIC
   if (stbi__pic_info(s, x, y, comp))  return 1;
   #endif

   #ifndef STBI_NO_PNM
   if (stbi__pnm_info(s, x, y, comp))  return 1;
   #endif

   #ifndef STBI_NO_HDR
   if (stbi__hdr_info(s, x, y, comp))  return 1;
   #endif

   // test tga last because it's a crappy test!
   #ifndef STBI_NO_TGA
   if (stbi__tga_info(s, x, y, comp))
       return 1;
   #endif
   return stbi__err(""unknown image type"", ""Image not of any known type, or corrupt"");
}","{'begin': {'line': 7632, 'column': 1}, 'end': {'line': 7672, 'column': 2}}",play_bmp_sequence.c,"['检测', '支持', '的', '图像', '格式', '图像格式', '并', '返回', '基本', '信息']"
395,395,stbi__is_16_main,int,int stbi__is_16_main(stbi__context * s),"[{'name': 's', 'type': 'stbi__context *'}]",检测图像是否为16位，支持多种格式,"static int stbi__is_16_main(stbi__context *s)
{
   #ifndef STBI_NO_PNG
   if (stbi__png_is16(s))  return 1;
   #endif

   #ifndef STBI_NO_PSD
   if (stbi__psd_is16(s))  return 1;
   #endif

   #ifndef STBI_NO_PNM
   if (stbi__pnm_is16(s))  return 1;
   #endif
   return 0;
}","{'begin': {'line': 7674, 'column': 1}, 'end': {'line': 7688, 'column': 2}}",play_bmp_sequence.c,"['检测', '图像', '是否', '为', '16', '位', '，', '支持', '多种', '格式']"
396,396,stbi_info,int,"int stbi_info(const char * filename, int * x, int * y, int * comp)","[{'name': 'filename', 'type': 'const char *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",获取图像文件信息（尺寸、通道数）,"STBIDEF int stbi_info(char const *filename, int *x, int *y, int *comp)
{
    FILE *f = stbi__fopen(filename, ""rb"");
    int result;
    if (!f) return stbi__err(""can't fopen"", ""Unable to open file"");
    result = stbi_info_from_file(f, x, y, comp);
    fclose(f);
    return result;
}","{'begin': {'line': 7691, 'column': 1}, 'end': {'line': 7699, 'column': 2}}",play_bmp_sequence.c,"['获取', '图像', '文件', '图像文件', '信息', '（', '尺寸', '、', '通道', '数', '）']"
397,397,stbi__gif_load,void *,"void * stbi__gif_load(stbi__context * s, int * x, int * y, int * comp, int req_comp, stbi__result_info * ri)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}, {'name': 'req_comp', 'type': 'int'}, {'name': 'ri', 'type': 'stbi__result_info *'}]",加载GIF图像数据并转换格式,"static void *stbi__gif_load(stbi__context *s, int *x, int *y, int *comp, int req_comp, stbi__result_info *ri)
{
   stbi_uc *u = 0;
   stbi__gif g;
   memset(&g, 0, sizeof(g));
   STBI_NOTUSED(ri);

   u = stbi__gif_load_next(s, &g, comp, req_comp, 0);
   if (u == (stbi_uc *) s) u = 0;  // end of animated gif marker
   if (u) {
      *x = g.w;
      *y = g.h;

      // moved conversion to after successful load so that the same
      // can be done for multiple frames.
      if (req_comp && req_comp != 4)
         u = stbi__convert_format(u, 4, req_comp, g.w, g.h);
   } else if (g.out) {
      // if there was an error and we allocated an image buffer, free it!
      STBI_FREE(g.out);
   }

   // free buffers needed for multiple frame loading;
   STBI_FREE(g.history);
   STBI_FREE(g.background);

   return u;
}","{'begin': {'line': 7048, 'column': 1}, 'end': {'line': 7075, 'column': 2}}",play_bmp_sequence.c,"['加载', 'GIF', '图像', '数据', '并', '转换', '格式']"
398,398,stbi_info_from_file,int,"int stbi_info_from_file(FILE * f, int * x, int * y, int * comp)","[{'name': 'f', 'type': 'FILE *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",从文件读取图像基本信息并保持文件位置,"STBIDEF int stbi_info_from_file(FILE *f, int *x, int *y, int *comp)
{
   int r;
   stbi__context s;
   long pos = ftell(f);
   stbi__start_file(&s, f);
   r = stbi__info_main(&s,x,y,comp);
   fseek(f,pos,SEEK_SET);
   return r;
}","{'begin': {'line': 7701, 'column': 1}, 'end': {'line': 7710, 'column': 2}}",play_bmp_sequence.c,"['文件', '从文件', '读取', '图像', '基本', '信息', '并', '保持', '文件', '位置']"
399,399,stbi_is_16_bit,int,int stbi_is_16_bit(const char * filename),"[{'name': 'filename', 'type': 'const char *'}]",检查文件是否为16位图像,"STBIDEF int stbi_is_16_bit(char const *filename)
{
    FILE *f = stbi__fopen(filename, ""rb"");
    int result;
    if (!f) return stbi__err(""can't fopen"", ""Unable to open file"");
    result = stbi_is_16_bit_from_file(f);
    fclose(f);
    return result;
}","{'begin': {'line': 7712, 'column': 1}, 'end': {'line': 7720, 'column': 2}}",play_bmp_sequence.c,"['检查', '文件', '是否', '为', '16', '位', '图像']"
400,400,stbi_is_16_bit_from_file,int,int stbi_is_16_bit_from_file(FILE * f),"[{'name': 'f', 'type': 'FILE *'}]",检查文件中的图像是否为16位，保持文件指针位置不变,"STBIDEF int stbi_is_16_bit_from_file(FILE *f)
{
   int r;
   stbi__context s;
   long pos = ftell(f);
   stbi__start_file(&s, f);
   r = stbi__is_16_main(&s);
   fseek(f,pos,SEEK_SET);
   return r;
}","{'begin': {'line': 7722, 'column': 1}, 'end': {'line': 7731, 'column': 2}}",play_bmp_sequence.c,"['检查', '文件', '中', '的', '图像', '是否', '为', '16', '位', '，', '保持', '文件', '指针', '位置', '不变']"
401,401,stbi__gif_info,int,"int stbi__gif_info(stbi__context * s, int * x, int * y, int * comp)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",调用原始函数获取GIF图像信息,"static int stbi__gif_info(stbi__context *s, int *x, int *y, int *comp)
{
   return stbi__gif_info_raw(s,x,y,comp);
}","{'begin': {'line': 7077, 'column': 1}, 'end': {'line': 7080, 'column': 2}}",play_bmp_sequence.c,"['调用', '原始', '函数', '获取', 'GIF', '图像', '信息']"
402,402,stbi__hdr_test_core,int,"int stbi__hdr_test_core(stbi__context * s, const char * signature)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'signature', 'type': 'const char *'}]",检查数据流是否以指定签名开头,"static int stbi__hdr_test_core(stbi__context *s, const char *signature)
{
   int i;
   for (i=0; signature[i]; ++i)
      if (stbi__get8(s) != signature[i])
          return 0;
   stbi__rewind(s);
   return 1;
}","{'begin': {'line': 7087, 'column': 1}, 'end': {'line': 7095, 'column': 2}}",play_bmp_sequence.c,"['检查', '数据', '数据流', '是否', '以', '指定', '签名', '开头']"
403,403,stbi_info_from_memory,int,"int stbi_info_from_memory(const stbi_uc * buffer, int len, int * x, int * y, int * comp)","[{'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",从内存缓冲区获取图像尺寸和通道数,"STBIDEF int stbi_info_from_memory(stbi_uc const *buffer, int len, int *x, int *y, int *comp)
{
   stbi__context s;
   stbi__start_mem(&s,buffer,len);
   return stbi__info_main(&s,x,y,comp);
}","{'begin': {'line': 7734, 'column': 1}, 'end': {'line': 7739, 'column': 2}}",play_bmp_sequence.c,"['从', '内存', '缓冲', '缓冲区', '获取', '图像', '尺寸', '和', '通道', '数']"
404,404,stbi__hdr_test,int,int stbi__hdr_test(stbi__context * s),"[{'name': 's', 'type': 'stbi__context *'}]",检测输入流是否为HDR格式文件,"static int stbi__hdr_test(stbi__context* s)
{
   int r = stbi__hdr_test_core(s, ""#?RADIANCE\n"");
   stbi__rewind(s);
   if(!r) {
       r = stbi__hdr_test_core(s, ""#?RGBE\n"");
       stbi__rewind(s);
   }
   return r;
}","{'begin': {'line': 7097, 'column': 1}, 'end': {'line': 7106, 'column': 2}}",play_bmp_sequence.c,"['检测', '输入', '流', '是否', '为', 'HDR', '格式', '文件', '格式文件']"
405,405,stbi_info_from_callbacks,int,"int stbi_info_from_callbacks(const stbi_io_callbacks * c, void * user, int * x, int * y, int * comp)","[{'name': 'c', 'type': 'const stbi_io_callbacks *'}, {'name': 'user', 'type': 'void *'}, {'name': 'x', 'type': 'int *'}, {'name': 'y', 'type': 'int *'}, {'name': 'comp', 'type': 'int *'}]",通过回调获取图像信息（尺寸和通道数）,"STBIDEF int stbi_info_from_callbacks(stbi_io_callbacks const *c, void *user, int *x, int *y, int *comp)
{
   stbi__context s;
   stbi__start_callbacks(&s, (stbi_io_callbacks *) c, user);
   return stbi__info_main(&s,x,y,comp);
}","{'begin': {'line': 7741, 'column': 1}, 'end': {'line': 7746, 'column': 2}}",play_bmp_sequence.c,"['通过', '回调', '获取', '图像', '信息', '（', '尺寸', '和', '通道', '数', '）']"
406,406,stbi__hdr_gettoken,char *,"char * stbi__hdr_gettoken(stbi__context * z, char * buffer)","[{'name': 'z', 'type': 'stbi__context *'}, {'name': 'buffer', 'type': 'char *'}]",读取HDR格式令牌直到换行符或缓冲区满,"static char *stbi__hdr_gettoken(stbi__context *z, char *buffer)
{
   int len=0;
   char c = '\0';

   c = (char) stbi__get8(z);

   while (!stbi__at_eof(z) && c != '\n') {
      buffer[len++] = c;
      if (len == STBI__HDR_BUFLEN-1) {
         // flush to end of line
         while (!stbi__at_eof(z) && stbi__get8(z) != '\n')
            ;
         break;
      }
      c = (char) stbi__get8(z);
   }

   buffer[len] = 0;
   return buffer;
}","{'begin': {'line': 7109, 'column': 1}, 'end': {'line': 7129, 'column': 2}}",play_bmp_sequence.c,"['读取', 'HDR', '格式', '令牌', '直到', '换行', '换行符', '或', '缓冲', '缓冲区', '满']"
407,407,stbi_is_16_bit_from_memory,int,"int stbi_is_16_bit_from_memory(const stbi_uc * buffer, int len)","[{'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}]",检查内存缓冲区的图像是否为16位格式,"STBIDEF int stbi_is_16_bit_from_memory(stbi_uc const *buffer, int len)
{
   stbi__context s;
   stbi__start_mem(&s,buffer,len);
   return stbi__is_16_main(&s);
}","{'begin': {'line': 7748, 'column': 1}, 'end': {'line': 7753, 'column': 2}}",play_bmp_sequence.c,"['检查', '内存', '缓冲', '缓冲区', '的', '图像', '是否', '为', '16', '位', '格式']"
408,408,stbi__hdr_convert,void,"void stbi__hdr_convert(float * output, stbi_uc * input, int req_comp)","[{'name': 'output', 'type': 'float *'}, {'name': 'input', 'type': 'stbi_uc *'}, {'name': 'req_comp', 'type': 'int'}]",将HDR输入转换为浮点数输出，调整通道数。,"static void stbi__hdr_convert(float *output, stbi_uc *input, int req_comp)
{
   if ( input[3] != 0 ) {
      float f1;
      // Exponent
      f1 = (float) ldexp(1.0f, input[3] - (int)(128 + 8));
      if (req_comp <= 2)
         output[0] = (input[0] + input[1] + input[2]) * f1 / 3;
      else {
         output[0] = input[0] * f1;
         output[1] = input[1] * f1;
         output[2] = input[2] * f1;
      }
      if (req_comp == 2) output[1] = 1;
      if (req_comp == 4) output[3] = 1;
   } else {
      switch (req_comp) {
         case 4: output[3] = 1; /* fallthrough */
         case 3: output[0] = output[1] = output[2] = 0;
                 break;
         case 2: output[1] = 1; /* fallthrough */
         case 1: output[0] = 0;
                 break;
      }
   }
}","{'begin': {'line': 7131, 'column': 1}, 'end': {'line': 7156, 'column': 2}}",play_bmp_sequence.c,"['将', 'HDR', '输入', '转换', '为', '浮点', '点数', '浮点数', '输出', '，', '调整', '通道', '数', '。']"
409,409,stbi_is_16_bit_from_callbacks,int,"int stbi_is_16_bit_from_callbacks(const stbi_io_callbacks * c, void * user)","[{'name': 'c', 'type': 'const stbi_io_callbacks *'}, {'name': 'user', 'type': 'void *'}]",通过回调函数检测图像是否为16位格式,"STBIDEF int stbi_is_16_bit_from_callbacks(stbi_io_callbacks const *c, void *user)
{
   stbi__context s;
   stbi__start_callbacks(&s, (stbi_io_callbacks *) c, user);
   return stbi__is_16_main(&s);
}","{'begin': {'line': 7755, 'column': 1}, 'end': {'line': 7760, 'column': 2}}",play_bmp_sequence.c,"['通过', '回调', '函数', '检测', '图像', '是否', '为', '16', '位', '格式']"
410,410,stbi__sse2_available,int,int stbi__sse2_available(),[],检查SSE2支持并始终返回1,"static int stbi__sse2_available(void)
{
   // If we're even attempting to compile this on GCC/Clang, that means
   // -msse2 is on, which means the compiler is allowed to use SSE2
   // instructions at will, and so are we.
   return 1;
}","{'begin': {'line': 765, 'column': 1}, 'end': {'line': 771, 'column': 2}}",key_monitor.c,"['检查', 'SSE2', '支持', '并', '始终', '返回', '1']"
411,411,stbi__start_mem,void,"void stbi__start_mem(stbi__context * s, const stbi_uc * buffer, int len)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'buffer', 'type': 'const stbi_uc *'}, {'name': 'len', 'type': 'int'}]",初始化内存图像读取上下文,"static void stbi__start_mem(stbi__context *s, stbi_uc const *buffer, int len)
{
   s->io.read = NULL;
   s->read_from_callbacks = 0;
   s->callback_already_read = 0;
   s->img_buffer = s->img_buffer_original = (stbi_uc *) buffer;
   s->img_buffer_end = s->img_buffer_original_end = (stbi_uc *) buffer+len;
}","{'begin': {'line': 826, 'column': 1}, 'end': {'line': 833, 'column': 2}}",key_monitor.c,"['初始', '初始化', '内存', '图像', '读取', '上下', '下文', '上下文']"
412,412,stbi__start_callbacks,void,"void stbi__start_callbacks(stbi__context * s, stbi_io_callbacks * c, void * user)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'c', 'type': 'stbi_io_callbacks *'}, {'name': 'user', 'type': 'void *'}]",初始化图像读取回调接口及缓冲区,"static void stbi__start_callbacks(stbi__context *s, stbi_io_callbacks *c, void *user)
{
   s->io = *c;
   s->io_user_data = user;
   s->buflen = sizeof(s->buffer_start);
   s->read_from_callbacks = 1;
   s->callback_already_read = 0;
   s->img_buffer = s->img_buffer_original = s->buffer_start;
   stbi__refill_buffer(s);
   s->img_buffer_original_end = s->img_buffer_end;
}","{'begin': {'line': 836, 'column': 1}, 'end': {'line': 846, 'column': 2}}",key_monitor.c,"['初始', '初始化', '图像', '读取', '回调', '接口', '及', '缓冲', '缓冲区']"
413,413,stbi__stdio_read,int,"int stbi__stdio_read(void * user, char * data, int size)","[{'name': 'user', 'type': 'void *'}, {'name': 'data', 'type': 'char *'}, {'name': 'size', 'type': 'int'}]",使用fread从文件指针读取数据,"static int stbi__stdio_read(void *user, char *data, int size)
{
   return (int) fread(data,1,size,(FILE*) user);
}","{'begin': {'line': 850, 'column': 1}, 'end': {'line': 853, 'column': 2}}",key_monitor.c,"['使用', 'fread', '文件', '从文件', '指针', '读取', '数据', '读取数据']"
414,414,stbi__stdio_skip,void,"void stbi__stdio_skip(void * user, int n)","[{'name': 'user', 'type': 'void *'}, {'name': 'n', 'type': 'int'}]",跳过文件流中指定字节数并处理EOF状态,"static void stbi__stdio_skip(void *user, int n)
{
   int ch;
   fseek((FILE*) user, n, SEEK_CUR);
   ch = fgetc((FILE*) user);  /* have to read a byte to reset feof()'s flag */
   if (ch != EOF) {
      ungetc(ch, (FILE *) user);  /* push byte back onto stream if valid. */
   }
}","{'begin': {'line': 855, 'column': 1}, 'end': {'line': 863, 'column': 2}}",key_monitor.c,"['跳过', '文件', '流中', '指定', '字节', '节数', '字节数', '并', '处理', 'EOF', '状态']"
415,415,stbi__stdio_eof,int,int stbi__stdio_eof(void * user),"[{'name': 'user', 'type': 'void *'}]",检查文件流结束或错误状态,"static int stbi__stdio_eof(void *user)
{
   return feof((FILE*) user) || ferror((FILE *) user);
}","{'begin': {'line': 865, 'column': 1}, 'end': {'line': 868, 'column': 2}}",key_monitor.c,"['检查', '文件', '流', '结束', '或', '错误', '状态']"
416,416,stbi__start_file,void,"void stbi__start_file(stbi__context * s, FILE * f)","[{'name': 's', 'type': 'stbi__context *'}, {'name': 'f', 'type': 'FILE *'}]",初始化文件读取上下文，使用标准I/O回调,"static void stbi__start_file(stbi__context *s, FILE *f)
{
   stbi__start_callbacks(s, &stbi__stdio_callbacks, (void *) f);
}","{'begin': {'line': 877, 'column': 1}, 'end': {'line': 880, 'column': 2}}",key_monitor.c,"['初始', '初始化', '文件', '读取', '上下', '下文', '上下文', '，', '使用', '标准', 'I', '/', 'O', '回调']"
417,417,stbi__rewind,void,void stbi__rewind(stbi__context * s),"[{'name': 's', 'type': 'stbi__context *'}]",重置图像缓冲区到初始位置,"static void stbi__rewind(stbi__context *s)
{
   // conceptually rewind SHOULD rewind to the beginning of the stream,
   // but we just rewind to the beginning of the initial buffer, because
   // we only use it after doing 'test', which only ever looks at at most 92 bytes
   s->img_buffer = s->img_buffer_original;
   s->img_buffer_end = s->img_buffer_original_end;
}","{'begin': {'line': 886, 'column': 1}, 'end': {'line': 893, 'column': 2}}",key_monitor.c,"['重置', '图像', '缓冲', '缓冲区', '到', '初始', '位置']"
418,418,stbi_failure_reason,const char *,const char * stbi_failure_reason(),[],返回最近图像处理的错误信息,"STBIDEF const char *stbi_failure_reason(void)
{
   return stbi__g_failure_reason;
}","{'begin': {'line': 972, 'column': 1}, 'end': {'line': 975, 'column': 2}}",key_monitor.c,"['返回', '最近', '图像', '处理', '图像处理', '的', '错误', '误信', '信息', '错误信息']"
419,419,stbi__err,int,int stbi__err(const char * str),"[{'name': 'str', 'type': 'const char *'}]",设置错误信息并返回失败状态,"static int stbi__err(const char *str)
{
   stbi__g_failure_reason = str;
   return 0;
}","{'begin': {'line': 978, 'column': 1}, 'end': {'line': 982, 'column': 2}}",key_monitor.c,"['设置', '错误', '误信', '信息', '错误信息', '并', '返回', '失败', '状态']"
420,420,stbi__malloc,void *,void * stbi__malloc(int size),"[{'name': 'size', 'type': 'int'}]",分配指定大小的内存块，调用STBI_MALLOC实现,"static void *stbi__malloc(size_t size)
{
    return STBI_MALLOC(size);
}","{'begin': {'line': 985, 'column': 1}, 'end': {'line': 988, 'column': 2}}",key_monitor.c,"['分配', '指定', '大小', '的', '内存', '块', '，', '调用', 'STBI', '_', 'MALLOC', '实现']"
421,421,stbi__addsizes_valid,int,"int stbi__addsizes_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查a加b是否不溢出整数范围,"static int stbi__addsizes_valid(int a, int b)
{
   if (b < 0) return 0;
   // now 0 <= b <= INT_MAX, hence also
   // 0 <= INT_MAX - b <= INTMAX.
   // And ""a + b <= INT_MAX"" (which might overflow) is the
   // same as a <= INT_MAX - b (no overflow)
   return a <= INT_MAX - b;
}","{'begin': {'line': 1002, 'column': 1}, 'end': {'line': 1010, 'column': 2}}",key_monitor.c,"['检查', 'a', '加', 'b', '是否', '不', '溢出', '整数', '范围']"
422,422,stbi__mul2sizes_valid,int,"int stbi__mul2sizes_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查两数相乘是否有效，防止溢出,"static int stbi__mul2sizes_valid(int a, int b)
{
   if (a < 0 || b < 0) return 0;
   if (b == 0) return 1; // mul-by-0 is always safe
   // portable way to check for no overflows in a*b
   return a <= INT_MAX/b;
}","{'begin': {'line': 1014, 'column': 1}, 'end': {'line': 1020, 'column': 2}}",key_monitor.c,"['检查', '两', '数', '相乘', '是否', '有效', '，', '防止', '溢出']"
423,423,stbi__mad2sizes_valid,int,"int stbi__mad2sizes_valid(int a, int b, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",验证乘加运算的有效性，防止溢出。,"static int stbi__mad2sizes_valid(int a, int b, int add)
{
   return stbi__mul2sizes_valid(a, b) && stbi__addsizes_valid(a*b, add);
}","{'begin': {'line': 1024, 'column': 1}, 'end': {'line': 1027, 'column': 2}}",key_monitor.c,"['验证', '乘加', '运算', '的', '有效', '有效性', '，', '防止', '溢出', '。']"
424,424,stbi__mad3sizes_valid,int,"int stbi__mad3sizes_valid(int a, int b, int c, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",验证三个数相乘并加值的有效性,"static int stbi__mad3sizes_valid(int a, int b, int c, int add)
{
   return stbi__mul2sizes_valid(a, b) && stbi__mul2sizes_valid(a*b, c) &&
      stbi__addsizes_valid(a*b*c, add);
}","{'begin': {'line': 1031, 'column': 1}, 'end': {'line': 1035, 'column': 2}}",key_monitor.c,"['验证', '三个', '数', '相乘', '并', '加值', '的', '有效', '有效性']"
425,425,stbi__mad4sizes_valid,int,"int stbi__mad4sizes_valid(int a, int b, int c, int d, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'd', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",检查四个数相乘加值的有效性，防止溢出,"static int stbi__mad4sizes_valid(int a, int b, int c, int d, int add)
{
   return stbi__mul2sizes_valid(a, b) && stbi__mul2sizes_valid(a*b, c) &&
      stbi__mul2sizes_valid(a*b*c, d) && stbi__addsizes_valid(a*b*c*d, add);
}","{'begin': {'line': 1039, 'column': 1}, 'end': {'line': 1043, 'column': 2}}",key_monitor.c,"['检查', '四个', '数', '相乘', '加值', '的', '有效', '有效性', '，', '防止', '溢出']"
426,426,stbi__malloc_mad2,void *,"void * stbi__malloc_mad2(int a, int b, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",分配a*b+add内存前检查有效性,"static void *stbi__malloc_mad2(int a, int b, int add)
{
   if (!stbi__mad2sizes_valid(a, b, add)) return NULL;
   return stbi__malloc(a*b + add);
}","{'begin': {'line': 1048, 'column': 1}, 'end': {'line': 1052, 'column': 2}}",key_monitor.c,"['分配', 'a', '*', 'b', '+', 'add', '内存', '前', '检查', '有效', '有效性']"
427,427,stbi__malloc_mad3,void *,"void * stbi__malloc_mad3(int a, int b, int c, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",验证并分配a*b*c + add大小的内存,"static void *stbi__malloc_mad3(int a, int b, int c, int add)
{
   if (!stbi__mad3sizes_valid(a, b, c, add)) return NULL;
   return stbi__malloc(a*b*c + add);
}","{'begin': {'line': 1055, 'column': 1}, 'end': {'line': 1059, 'column': 2}}",key_monitor.c,"['验证', '并', '分配', 'a', '*', 'b', '*', 'c', ' ', '+', ' ', 'add', '大小', '的', '内存']"
428,428,stbi__malloc_mad4,void *,"void * stbi__malloc_mad4(int a, int b, int c, int d, int add)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}, {'name': 'c', 'type': 'int'}, {'name': 'd', 'type': 'int'}, {'name': 'add', 'type': 'int'}]",验证四参数乘积加add后分配内存,"static void *stbi__malloc_mad4(int a, int b, int c, int d, int add)
{
   if (!stbi__mad4sizes_valid(a, b, c, d, add)) return NULL;
   return stbi__malloc(a*b*c*d + add);
}","{'begin': {'line': 1062, 'column': 1}, 'end': {'line': 1066, 'column': 2}}",key_monitor.c,"['验证', '四', '参数', '乘积', '加', 'add', '后', '分配', '内存', '分配内存']"
429,429,stbi__addints_valid,int,"int stbi__addints_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查两整数相加是否溢出,"static int stbi__addints_valid(int a, int b)
{
   if ((a >= 0) != (b >= 0)) return 1; // a and b have different signs, so no overflow
   if (a < 0 && b < 0) return a >= INT_MIN - b; // same as a + b >= INT_MIN; INT_MIN - b cannot overflow since b < 0.
   return a <= INT_MAX - b;
}","{'begin': {'line': 1070, 'column': 1}, 'end': {'line': 1075, 'column': 2}}",key_monitor.c,"['检查', '两', '整数', '相加', '是否', '溢出']"
430,430,stbi__mul2shorts_valid,int,"int stbi__mul2shorts_valid(int a, int b)","[{'name': 'a', 'type': 'int'}, {'name': 'b', 'type': 'int'}]",检查两整数相乘是否在short范围内,"static int stbi__mul2shorts_valid(int a, int b)
{
   if (b == 0 || b == -1) return 1; // multiplication by 0 is always 0; check for -1 so SHRT_MIN/b doesn't overflow
   if ((a >= 0) == (b >= 0)) return a <= SHRT_MAX/b; // product is positive, so similar to mul2sizes_valid
   if (b < 0) return a <= SHRT_MIN / b; // same as a * b >= SHRT_MIN
   return a >= SHRT_MIN / b;
}","{'begin': {'line': 1078, 'column': 1}, 'end': {'line': 1084, 'column': 2}}",key_monitor.c,"['检查', '两', '整数', '相乘', '是否', '在', 'short', '范围', '内']"
431,431,stbi_image_free,void,void stbi_image_free(void * retval_from_stbi_load),"[{'name': 'retval_from_stbi_load', 'type': 'void *'}]",释放由stbi_load加载的图像内存,"STBIDEF void stbi_image_free(void *retval_from_stbi_load)
{
   STBI_FREE(retval_from_stbi_load);
}","{'begin': {'line': 1101, 'column': 1}, 'end': {'line': 1104, 'column': 2}}",key_monitor.c,"['释放', '由', 'stbi', '_', 'load', '加载', '的', '图像', '内存']"
432,432,stbi_set_flip_vertically_on_load,void,void stbi_set_flip_vertically_on_load(int flag_true_if_should_flip),"[{'name': 'flag_true_if_should_flip', 'type': 'int'}]",设置图像加载时垂直翻转标志,"STBIDEF void stbi_set_flip_vertically_on_load(int flag_true_if_should_flip)
{
   stbi__vertically_flip_on_load_global = flag_true_if_should_flip;
}","{'begin': {'line': 1116, 'column': 1}, 'end': {'line': 1119, 'column': 2}}",key_monitor.c,"['设置', '图像', '加载', '时', '垂直', '翻转', '标志']"
433,433,stbi_set_flip_vertically_on_load_thread,void,void stbi_set_flip_vertically_on_load_thread(int flag_true_if_should_flip),"[{'name': 'flag_true_if_should_flip', 'type': 'int'}]",设置加载图像时是否垂直翻转（线程级）,"STBIDEF void stbi_set_flip_vertically_on_load_thread(int flag_true_if_should_flip)
{
   stbi__vertically_flip_on_load_local = flag_true_if_should_flip;
   stbi__vertically_flip_on_load_set = 1;
}","{'begin': {'line': 1126, 'column': 1}, 'end': {'line': 1130, 'column': 2}}",key_monitor.c,"['设置', '加载', '图像', '时', '是否', '垂直', '翻转', '（', '线程', '级', '）']"
